# renames_high_world.tsv — HIGH-confidence renames for the WORLD.BIN overlay
# (formation / roster / unit-detail "Status" screen). Auto-loaded alongside
# renames_high.tsv (glob renames_high*.tsv). Applied by:
#   apply_all_renames.sh WORLD.BIN
# WORLD.BIN must first be imported into the project at base 0x800E0000 — see
# research/working_documents/FORMATION_SCREEN.md §15.10 for the pyghidraRun -H
# recipe. Columns: address \t binary \t type \t name \t description
# Provenance: FORMATION_SCREEN.md §15.11–15.13 (decompiled + byte-anchored,
# 2026-08-04). [MD:FORMATION_SCREEN.md]

# === Functions ================================================================
0x8010d0cc	WORLD	FN	world_unit_banner_coroutine	Per-frame renderer for the vitals+nameplate "unit banner" (slide/settle group, §15.1). Run by threads 7 & 8 with param structs 0x8018ba40 / 0x8018ba2c; builds elements from fixed descriptor tables at 0x8018aXXX via world_prim_place_element. [MD:FORMATION_SCREEN.md#15.11]
0x800fdcf0	WORLD	FN	world_prim_place_element	Generic prim-placement helper (45 callers). (prim, rectA, rectB, descr{u,v,w,h,x,y}); code&0x7c==0x64 -> textured sprite UV, else 4-corner poly quad. Places, does not animate. [MD:FORMATION_SCREEN.md#15.11]
0x80112c88	WORLD	FN	world_vitals_band_builder	Builds the ~19 subtractive TILEs (GetTPage abr=2, VRAM 960,256) behind the vitals panel. Reads slide offset 0x8018ba30: ==0x90 docked -> {aa80=2,aa84=1}; ==0 raised -> {1,2}. Proves the band is CUT/SWAPPED by banner state, never Y-tweened (§15.6/§14.7.7). [MD:FORMATION_SCREEN.md#15.12]
0x801128e0	WORLD	FN	world_vitals_band_dispatch	Caller of world_vitals_band_builder. [MD:FORMATION_SCREEN.md#15.12]
0x801161e8	WORLD	FN	world_banner_reset	Arms the unit banner: sets slide offset 0x8018ba30 = 0x90 (docked) / 0 (raised) from mode flag 0x801cd80c; sets enable flags 0x8018ba25/26, 0x8018bae9. [MD:FORMATION_SCREEN.md#15.12]
0x80115460	WORLD	FN	world_toggle_unit_banner	Arms thread 8 running world_unit_banner_coroutine with param struct 0x8018ba2c (Hacktics: WORLD_toggle_unitBanner). [MD:FORMATION_SCREEN.md#15.11]
0x801154c4	WORLD	FN	world_toggle_unit_banner_alt	Arms thread 7 running world_unit_banner_coroutine with param struct 0x8018ba40. [MD:FORMATION_SCREEN.md#15.11]
0x800eaf3c	WORLD	FN	world_detail_screen_builder	Unit-detail "Status" screen window builder (screen id 0x15 via FUN_800fd1d8): lays out the Eqp + Abl windows, stat labels, and two 80x80 portraits. Draws a 19-element fixed descriptor array (detail_screen_element_descriptors 0x80155f34) via world_prim_place_element, rectA=detail_screen_page_rectA 0x80153188 (page 960,256=RANGETILE), rectB=0x80155f14. Runs alongside (not inside) world_unit_banner_coroutine. Array records 7-11 = the five Ability-window slot icons. [MD:FORMATION_SCREEN.md#15.15]

# === Data / tables ============================================================
0x8018abe0	WORLD	GL	banner_slide_keyframes	int16[12] symmetric bell {4,13,31,67,139,144,139,67,31,13,4,0}; opening slide plays the descending half 0x8018ABEA..F6 {144,139,67,31,13,4,0}, one kf per ~2 vsyncs (§15.1/§15.5). [MD:FORMATION_SCREEN.md#15.12]
0x8018ba2c	WORLD	GL	unit_banner_param_thread8	Thread-8 banner control struct; +4 = slide offset (0x8018ba30). [MD:FORMATION_SCREEN.md#15.11]
0x8018ba30	WORLD	GL	unit_banner_slide_offset	Animated slide offset: 0x90=144 docked (bottom) .. 0 raised (top). Read by world_vitals_band_builder to pick the band config. [MD:FORMATION_SCREEN.md#15.12]
