# renames_high_sound.tsv — HIGH-confidence sound-system renames.
#
# Same schema as renames_high.tsv. Loaded automatically by apply_renames_high.py
# alongside the main HIGH file (any sibling matching `renames_high*.tsv` is
# included in the HIGH tier).
#
# Confidence basis: function role has been validated against a Godot
# reimplementation (smd-player ExMateria-Sound addon) that produces matching
# audio output. The opcode → handler-address mapping is taken directly from
# the SMD opcode jumptable at 0x80028B0C (read out of the SCUS disassembly);
# each row's opcode-byte annotation is verified against that table.
#
# All sound code lives in SCUS_942.21 (0x80010000-0x80066fff), not BATTLE.BIN.
# This is the boot exec — world-map and menu sounds share the same code path
# as battle sounds.
#
# Interior observation sites (mid-function read/write points used for tracing)
# are NOT renamed here — they'd hit SKIP_MID_INSTR. Add those to
# renames_low_sound.tsv with `Hyp:` once the containing function is disassembled.

# === Top-level entry points ===================================================
0x80012520	SCUS	FN	play_sound	Public SFX entry. Function boundary fixed by fix_function_boundaries.py.
0x80014590	SCUS	FN	async_commit_walker	Async per-tick walker that drains pending channel updates.
0x800149DC	SCUS	FN	spu_updater_tick	Per-tick BIOS-callback SPU updater.
0x80015198	SCUS	FN	per_channel_tick	Per-channel iteration entry inside the per-tick handler. Function boundary fixed by fix_function_boundaries.py.
0x80015324	SCUS	FN	smd_interpreter_tick	SMD opcode dispatcher loop entry.
0x8001749C	SCUS	FN	lfo_handler_tick	Per-tick LFO state-machine entry.

# === SMD opcode handlers (jumptable @ 0x80028B0C) =============================
# Each entry validated against smd-player runtime/shared/opcodes/<name>.gd
# (parity-confirmed) AND cross-checked against the actual jumptable bytes.
# Opcode bytes are AUTHORITATIVE — derived from PC = 0x80028B0C + (op-0x80)*4.
# Unhandled opcodes route to the stub LAB_8001586c.

# --- Bytecode flow (0x80, 0x81, 0x90, 0x91, 0x94-0x9A, 0xA0) ---
0x80015874	SCUS	FN	smd_rest	Opcode 0x80 — rest for N ticks (note silence). KEY-OFF arm on transition. See MUSIC_ITER58: post-Rest lookahead drives end-of-note ADSR2-LOW=6 gate.
0x8001589C	SCUS	FN	smd_fermata	Opcode 0x81 — extend previous note (fermata).
0x800158F8	SCUS	FN	smd_end_bar	Opcode 0x90 — end-bar handler (barline marker).
0x800159DC	SCUS	FN	smd_loop	Opcode 0x91 — loop from current position (save_loop_target in smd-player).
0x800159F0	SCUS	FN	smd_octave	Opcode 0x94 — absolute octave set.
0x80015A10	SCUS	FN	smd_raise_octave	Opcode 0x95 — octave +1.
0x80015A28	SCUS	FN	smd_lower_octave	Opcode 0x96 — octave -1.
0x80015A40	SCUS	FN	smd_op_97_time_signature	Opcode 0x97 — time-signature set. Stores numerator/denominator at chan+0x38/0x3e. Was Hyp_smd_op_loop_counter_setup in LOW; smd-player parity confirms time-signature role.
0x80015AB8	SCUS	FN	smd_repeat	Opcode 0x98 — repeat from current position N times.
0x80015B00	SCUS	FN	smd_coda	Opcode 0x99 — coda (skip-to marker for D.C. al coda).
0x80015B6C	SCUS	FN	smd_op_9a_repeat_break	Opcode 0x9A — repeat-break (early exit from active repeat loop).
0x80015CB0	SCUS	FN	smd_tempo	Opcode 0xA0 — set tempo (microseconds per tick).

# --- Instrument / channel byte writers (0xA9, 0xAC, 0xAD) ---
