# renames_high.tsv — HIGH-confidence Ghidra symbol renames.
# Format: address\tbinary\ttype\tname\tdescription
# See renames_low.tsv header for full schema.
# Applied AFTER renames_low.tsv; conflicts log as OVERRIDE.
# Sound-system entries live in renames_high_sound.tsv (auto-loaded alongside).

# === Functions ================================================================
0x8001b9f4	SCUS	FN	rsin	Math: sine via fixed-point lookup (rsin). [MN]
0x8001bc28	SCUS	FN	rcos	Math: cosine via fixed-point lookup (rcos). [MD:MIPS_EMBEDDED_CODE.md]
0x8001c068	SCUS	FN	vec3_normalize	Math: normalise a 3-vec via 1/sqrt. [MN]
0x8001d0a8	SCUS	FN	load_gte_matrix	GTE: load matrix into co-processor 2 (matrix_ptr -> GTE regs). [MD:CUSTOM_EFFECT_HOOKS.md]
0x8001d578	SCUS	FN	rotate_vector	GTE: rotate input xyz via current matrix; world->screen with depth out. [MD:CUSTOM_EFFECT_HOOKS.md]
0x8001d658	SCUS	FN	build_rotation_matrix	Build rotation matrix; called before rotate_vector. [MD:CURVE_ANALYSIS.md]
0x80023bb4	SCUS	FN	AddPrim	PSX GPU: enqueue primitive on ordering table (AddPrim libgs equivalent). [MD:CUSTOM_EFFECT_HOOKS.md]
0x80023ce0	SCUS	FN	SetLineF2	PSX GPU: init LINE_G2 (gouraud line) primitive header. [MD:CUSTOM_EFFECT_HOOKS.md]
0x80044414	SCUS	FN	alloc_gpu_primitive	Allocate GPU primitive buffer from per-frame pool. [MD:handler_1_spell_charge_arc_system.md]
0x80068b54	BATTLE	FN	apply_unit_ability_reaction	Battle: apply unit ability reaction (counter/dodge/etc). [MN]
0x80068bd4	BATTLE	FN	trigger_unit_hit_reaction	Battle: trigger unit hit reaction (sprite + sfx). [MN]
0x80068e30	BATTLE	FN	refresh_unit_tile_state	Refresh unit tile state; 35+ callers across battle/animation. [MD:animation_event_system.md]
0x8008be7c	BATTLE	FN	trigger_unit_animations_by_param	Trigger unit animations selected by param byte. [MN]
